CLASSE,ESPECIFICACAO,ESPECIFICACOES_CORRELATAS
31,Alimento para animais confinados,"Cl.2: Tintas para marcar animais | Cl.3: Cosméticos para animais | Cl.3: Xampus para animais [preparações higiênicas não medicinais] | Cl.5: Coleiras antiparasitas para animais | Cl.5: Desodorantes, exceto para seres humanos e animais | Cl.5: Produtos para lavar animais [inseticidas] | Cl.5: Suplementos alimentares para animais | Cl.5: Suplementos de proteína para animais | Cl.5: Fraldas para animais de estimação | Cl.5: Xampus inseticidas para animais | Cl.5: Xampus medicinais para animais de estimação | Cl.6: Armadilhas para animais selvagens * | Cl.6: Sinos para animais | Cl.6: Jaulas de metal para animais selvagens | Cl.7: Máquinas tosquiadoras para animais | Cl.7: Sistema mecânico para alimentação de animais | Cl.8: Instrumentos e ferramentas para esfolar animais | Cl.9: Coleira eletrônica para adestrar animais | Cl.10: Andadores para animais de estimação | Cl.12: Carrinhos de passeio para animais de estimação | Cl.12: Barreiras de segurança para animais de estimação na forma de divisórias de veículos | Cl.14: Joias e bijuterias para animais de estimação | Cl.16: Sacos plásticos para dejetos de animais de estimação | Cl.18: Peles de animais | Cl.18: Freios para animais | Cl.18: Coleiras para animais* | Cl.18: Capas para animais | Cl.18: Arreios para animais | Cl.18: Roupas para animais de estimação | Cl.20: Animais empalhados | Cl.20: Camas para animais domésticos | Cl.20: Ninhos para animais domésticos | Cl.20: Canis para animais domésticos | Cl.20: Garras de animais | Cl.20: Chifres de animais | Cl.20: Cascos de animais | Cl.20: Almofadas para animais de estimação | Cl.20: Almofadas para forrar colchonetes para animais de estimação | Cl.21: Cerdas de animais | Cl.21: Manjedouras para animais | Cl.21: Pentes para animais | Cl.21: Gaiolas para animais de estimação | Cl.21: Bandejas para asseio de animais de estimação | Cl.21: Bandejas para asseio de animais de estimação | Cl.21: Luvas para escovação de animais | Cl.21: Tapetes de lamber para animais de estimação | Cl.22: Pêlos de animais | Cl.22: Redes utilizadas para a alimentação de animais | Cl.24: Cobertores para animais de estimação | Cl.28: Brinquedos para animais de estimação | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.41: Organização de concursos de beleza para animais | Cl.43: Pensão para animais | Cl.43: Serviços de abrigo para animais | Cl.44: Criação de animais | Cl.44: Toalete de animais | Cl.44: Toalete de animais de estimação | Cl.44: Aluguel de animais para serviços de jardinagem | Cl.44: Terapia assistida por animais [zooterapia] | Cl.45: Serviços de babá de animais de estimação | Cl.45: Serviços de adoção de animais"
31,Raízes para consumo animal,Cl.5: Raízes medicinais | Cl.5: Raízes de ruibarbo para uso farmacêutico
31,Uvas frescas,Cl.7: Prensas de uvas | Cl.29: Uvas secas [passas]
31,Bichos-da-seda,"Cl.16: Papel de seda | Cl.20: Carretéis de madeira para fio, seda e cordão | Cl.22: Seda crua | Cl.22: Resíduos de seda | Cl.22: Resíduos de seda | Cl.22: Flocos de seda | Cl.23: Fios de seda | Cl.23: Seda fiada | Cl.24: Tecidos de seda para estampagem | Cl.24: Seda [tecidos] | Cl.24: Tecido de seda ou lã aveludada | Cl.29: Crisálidas do bicho-da-seda para consumo humano"
31,Gergelim comestível não processado,Cl.29: Óleo de nabo silvestre comestível | Cl.29: Óleo de gergelim para uso alimentar | Cl.30: Sementes de gergelim [temperos]
31,Resíduo de destilação,"Cl.1: Preparações para destilação de álcool de madeira | Cl.9: Aparelhos para destilação para uso científico | Cl.11: Colunas para destilação | Cl.11: Aparelhos de destilação | Cl.11: Torres de refino para destilação | Cl.11: Serpentinas [partes de instalações de destilação, aquecimento ou resfriamento] | Cl.40: Serviços de destilação"
31,Aves de criação vivas,"Cl.20: Aves empalhadas | Cl.29: Anchovas, não vivas | Cl.29: Sardinhas, não vivas | Cl.29: Aves não vivas | Cl.44: Criação de animais"
31,Algarobilho para consumo animal,Cl.1: Carvão animal [negro animal] | Cl.1: Preparações de carvão animal | Cl.1: Carbono animal | Cl.18: Embornais [saco para alimentação animal] | Cl.29: Ovos de caracol para consumo
31,Amêndoas [frutas],Cl.3: Sabonete de amêndoas | Cl.7: Prensa de frutas | Cl.7: Máquinas para descaroçar frutas | Cl.8: Cortadores de frutas em fatias | Cl.8: Descaroçador de frutas | Cl.11: Torrefadores de frutas | Cl.29: Frutas em conserva | Cl.29: Frutas congeladas | Cl.29: Frutas cristalizadas | Cl.29: Frutas cozidas | Cl.29: Polpas de frutas | Cl.29: Geleias de frutas cítricas | Cl.29: Saladas de frutas | Cl.29: Cascas [raspas] de frutas | Cl.29: Amêndoas moídas | Cl.29: Frutas conservadas em álcool | Cl.29: Frutas enlatadas | Cl.29: Frutas silvestres/frutas vermelhas em conserva | Cl.29: Leite de amêndoas | Cl.29: Pasta de frutas prensadas | Cl.29: Frutas processadas | Cl.29: Óleo de amêndoas para alimentos | Cl.30: Pasta de amêndoas | Cl.30: Amêndoas torradas | Cl.30: Confeitos de amêndoas | Cl.30: Coulis de frutas [molhos] | Cl.32: Sucos de frutas | Cl.32: Néctares de frutas não alcoólicos
31,Amendoins frescos,Cl.29: Amendoins preparados | Cl.30: Confeitos de amendoins
31,Farinha de amendoim para animais,Cl.6: Jaulas de metal para animais selvagens | Cl.7: Máquinas para moagem de farinha | Cl.7: Máquinas tosquiadoras para animais | Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.29: Manteiga de amendoim | Cl.29: Leite de amendoim para culinária | Cl.29: Leite de amendoim | Cl.30: Farinha de feijão | Cl.30: Farinha de milho | Cl.30: Farinha de mostarda | Cl.30: Farinha de cevada | Cl.30: Farinha de soja | Cl.30: Farinha de batata* | Cl.30: Farinha de aveia | Cl.30: Farinha de canjica | Cl.30: Massa de farinha | Cl.30: Farinha de fava | Cl.40: Moagem de farinha | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.43: Serviços de abrigo para animais | Cl.45: Serviços de adoção de animais
31,Torta de amendoim para animais,Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.21: Funis para torta | Cl.29: Manteiga de amendoim | Cl.29: Leite de amendoim | Cl.30: Pastelões [torta] | Cl.40: Abate de animais | Cl.41: Adestramento de animais
31,"Subprodutos do processamento de cereais, para consumo animal",Cl.1: Subprodutos do processamento de cereais para uso industrial | Cl.5: Subprodutos do processamento de grãos de cereais para fins dietéticos ou medicinais
31,Bagaços de cana-de-açúcar [matéria-prima],"Cl.1: Albumina [animal ou vegetal, matéria-prima] | Cl.1: Proteína [matéria-prima] | Cl.1: Lecitina [matéria-prima] | Cl.1: Lactose [matéria-prima] | Cl.4: Cera [matéria-prima] | Cl.19: Aglomerados de bagaços de cana-de-açúcar [material de construção] | Cl.33: Bebidas alcoólicas à base de cana-de-açúcar"
31,"Iscas para pesca, vivas","Cl.12: Carrinhos de pesca | Cl.20: Cestos de pesca [samburás] | Cl.25: Coletes para pesca | Cl.28: Iscas artificiais para pesca | Cl.28: Boias para pesca | Cl.28: Chamarizes para caça ou pesca | Cl.28: Apetrechos de pesca | Cl.28: Carretéis para pesca | Cl.28: Nassas [equipamento de pesca] | Cl.28: Iscas odoríferas para caça e pesca | Cl.28: Fisgas de pesca | Cl.29: Anchovas, não vivas | Cl.29: Lagostas, não vivas | Cl.29: Ostras, não vivas | Cl.29: Lagostas espinhosas, não vivas | Cl.29: Sardinhas, não vivas | Cl.29: Aves não vivas"
31,"Lagostins de água doce, vivos","Cl.1: Água destilada | Cl.1: Água pesada | Cl.1: Água potássica | Cl.3: Água micelar | Cl.5: Água termal | Cl.5: Erva-doce para uso medicinal | Cl.9: Varinhas de adivinho para encontrar água | Cl.29: Crustáceos, não vivos | Cl.29: Lagostins-do-rio, não vivos | Cl.29: Arenques, não vivos | Cl.29: Mexilhões, não vivos | Cl.29: Lagostins, não vivos | Cl.29: Camarões, não vivos | Cl.29: Moluscos, não vivos | Cl.30: Arroz-doce | Cl.30: Doce de leite | Cl.32: Água litinada | Cl.32: Água de seltz"
31,Crustáceos vivos,"Cl.5: Implantes cirúrgicos com tecidos vivos | Cl.5: Transplantes [tecidos vivos] | Cl.29: Crustáceos, não vivos | Cl.29: Lagostins-do-rio, não vivos | Cl.29: Arenques, não vivos | Cl.29: Mariscos, não vivos | Cl.29: Mexilhões, não vivos | Cl.29: Mariscos, não vivos | Cl.29: Lagostins, não vivos | Cl.29: Camarões, não vivos | Cl.29: Pepinos-do-mar, não vivos | Cl.29: Insetos comestíveis, não vivos | Cl.29: Moluscos, não vivos | Cl.41: Serviços de modelos vivos para artistas"
31,Lagostas vivas,"Cl.29: Anchovas, não vivas | Cl.29: Lagostas, não vivas | Cl.29: Ostras, não vivas | Cl.29: Lagostas espinhosas, não vivas | Cl.29: Sardinhas, não vivas | Cl.29: Aves não vivas"
31,Mexilhões vivos,"Cl.5: Implantes cirúrgicos com tecidos vivos | Cl.5: Transplantes [tecidos vivos] | Cl.29: Crustáceos, não vivos | Cl.29: Lagostins-do-rio, não vivos | Cl.29: Arenques, não vivos | Cl.29: Mariscos, não vivos | Cl.29: Mexilhões, não vivos | Cl.29: Mariscos, não vivos | Cl.29: Lagostins, não vivos | Cl.29: Camarões, não vivos | Cl.29: Pepinos-do-mar, não vivos | Cl.29: Insetos comestíveis, não vivos | Cl.29: Moluscos, não vivos | Cl.41: Serviços de modelos vivos para artistas"
31,Ostras vivas,"Cl.8: Abridores de ostras | Cl.20: Conchas de ostras | Cl.29: Anchovas, não vivas | Cl.29: Lagostas, não vivas | Cl.29: Ostras, não vivas | Cl.29: Lagostas espinhosas, não vivas | Cl.29: Sardinhas, não vivas | Cl.29: Aves não vivas"
31,Alimentos para animais de estimação,"Cl.3: Xampus para animais de estimação [preparações para higiene não medicamentosas] | Cl.3: Desodorizante para animais de estimação Preparações de banho para higiene íntima ou para uso desodorante [produtos de | Cl.4: Lascas de madeira para defumar e saborizar alimentos | Cl.5: Fraldas para animais de estimação | Cl.5: Xampus medicinais para animais de estimação | Cl.5: Tapetes higiênicos descartáveis para forrar colchonetes para animais de estimação | Cl.5: Tapetes higiênicos descartáveis para adestrar animais de estimação | Cl.6: Jaulas de metal para animais selvagens | Cl.7: Máquinas tosquiadoras para animais | Cl.8: Cortador e fatiador de alimentos [mandolin] | Cl.9: Coletes salva-vidas para animais de estimação | Cl.10: Andadores para animais de estimação | Cl.10: Óculos de sol para animais de estimação | Cl.10: Tapetes de resfriamento para animais de estimação para fins veterinários | Cl.11: Desidratadores de alimentos, elétricos | Cl.11: Tapetes de resfriamento para animais de estimação, exceto para fins veterinários | Cl.12: Carrinhos de passeio para animais de estimação | Cl.12: Barreiras de segurança para animais de estimação na forma de divisórias de veículos | Cl.14: Joias e bijuterias para animais de estimação | Cl.16: Sacos plásticos para dejetos de animais de estimação | Cl.18: Roupas para animais de estimação | Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.20: Almofadas para animais de estimação | Cl.20: Almofadas para forrar colchonetes para animais de estimação | Cl.21: Gaiolas para animais de estimação | Cl.21: Bandejas para asseio de animais de estimação | Cl.21: Bandejas para asseio de animais de estimação | Cl.21: Tigelas para alimentação de animais de estimação | Cl.21: Tigelas automáticas para alimentação de animais de estimação | Cl.21: Tapetes de lamber para animais de estimação | Cl.24: Cobertores para animais de estimação | Cl.28: Brinquedos para animais de estimação | Cl.40: Defumação de alimentos | Cl.40: Abate de animais | Cl.40: Congelamento de alimentos | Cl.41: Adestramento de animais | Cl.41: Provimento de playgrounds para animais de estimação Simulated restaurant services provided in virtual environments for entertainment | Cl.43: Escultura em alimentos | Cl.44: Toalete de animais de estimação | Cl.45: Serviços de babá de animais de estimação"
31,Cascas de árvore em bruto,"Cl.1: Sal bruto | Cl.1: Casca de árvore para curtume [matéria tanante] | Cl.4: Petróleo, em bruto ou refinado | Cl.5: Cascas de árvore para uso farmacêutico | Cl.19: Giz bruto | Cl.29: Cascas [raspas] de frutas"
31,Lagostas espinhosas vivas,"Cl.29: Anchovas, não vivas | Cl.29: Lagostas, não vivas | Cl.29: Ostras, não vivas | Cl.29: Lagostas espinhosas, não vivas | Cl.29: Sardinhas, não vivas | Cl.29: Aves não vivas"
31,Objetos comestíveis para mascar para animais,Cl.2: Tintas comestíveis | Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.34: Fumo para mascar | Cl.36: Depósitos de objetos de valor | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.41: Aluguel de objetos de cena | Cl.45: Devolução de objetos perdidos
31,Bebidas para animais de estimação,"Cl.3: Xampus para animais de estimação [preparações para higiene não medicamentosas] | Cl.3: Desodorizante para animais de estimação Preparações de banho para higiene íntima ou para uso desodorante [produtos de | Cl.5: Fraldas para animais de estimação | Cl.5: Xampus medicinais para animais de estimação | Cl.5: Tapetes higiênicos descartáveis para forrar colchonetes para animais de estimação | Cl.5: Tapetes higiênicos descartáveis para adestrar animais de estimação | Cl.6: Jaulas de metal para animais selvagens | Cl.7: Aparelhos para gaseificar bebidas | Cl.7: Máquinas tosquiadoras para animais | Cl.9: Coletes salva-vidas para animais de estimação | Cl.10: Andadores para animais de estimação | Cl.10: Óculos de sol para animais de estimação | Cl.10: Tapetes de resfriamento para animais de estimação para fins veterinários | Cl.11: Tapetes de resfriamento para animais de estimação, exceto para fins veterinários | Cl.12: Carrinhos de passeio para animais de estimação | Cl.12: Barreiras de segurança para animais de estimação na forma de divisórias de veículos | Cl.14: Joias e bijuterias para animais de estimação | Cl.16: Sacos plásticos para dejetos de animais de estimação | Cl.18: Roupas para animais de estimação | Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.20: Almofadas para animais de estimação | Cl.20: Almofadas para forrar colchonetes para animais de estimação | Cl.21: Gaiolas para animais de estimação | Cl.21: Bandejas para asseio de animais de estimação | Cl.21: Bandejas para asseio de animais de estimação | Cl.21: Canudos para bebidas | Cl.21: Tigelas para alimentação de animais de estimação | Cl.21: Tigelas automáticas para alimentação de animais de estimação | Cl.21: Tapetes de lamber para animais de estimação | Cl.24: Cobertores para animais de estimação | Cl.28: Brinquedos para animais de estimação | Cl.32: Bebidas isotônicas | Cl.32: Bebidas energéticas | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.41: Provimento de playgrounds para animais de estimação Simulated restaurant services provided in virtual environments for entertainment | Cl.43: Serviços de abrigo para animais | Cl.44: Toalete de animais de estimação | Cl.45: Serviços de babá de animais de estimação | Cl.45: Serviços de adoção de animais"
31,Farinha de peixe para consumo animal,Cl.1: Fertilizante de farinha de peixe | Cl.5: Farinha de peixe para uso farmacêutico | Cl.28: Anzóis para peixe | Cl.29: Filé de peixe | Cl.29: Peixe enlatado | Cl.29: Farinha de peixe para consumo humano | Cl.29: Peixe em salmoura | Cl.30: Farinha de feijão | Cl.30: Farinha de canjica | Cl.30: Farinha de fava | Cl.40: Moagem de farinha
31,Arroz não processado,"Cl.1: Acetato de celulose, não processado | Cl.16: Papel de arroz* | Cl.21: Esponjas para pó-de-arroz | Cl.29: Leite de arroz | Cl.29: Milho doce processado | Cl.30: Arroz* | Cl.30: Tortas de arroz | Cl.30: Arroz-doce | Cl.30: Arroz cozido enrolado em folha de alga marinha | Cl.30: Bibimbap [arroz misturado com vegetais e carne] | Cl.30: Arroz instantâneo | Cl.30: Trigo sarraceno processado | Cl.30: Biscoitos de arroz | Cl.33: Aguardente de arroz | Cl.33: Vinho de arroz"
31,Pepinos-do-mar vivos,"Cl.12: Veículos autônomos submarinos para inspeções do fundo do mar | Cl.20: Espuma-do-mar [sepiolita] | Cl.29: Pepinos em conserva | Cl.29: Crustáceos, não vivos | Cl.29: Arenques, não vivos | Cl.29: Mexilhões, não vivos | Cl.29: Camarões, não vivos | Cl.29: Pepinos-do-mar, não vivos | Cl.29: Moluscos, não vivos | Cl.37: Construção de quebra-mar"
