marca_base,ncl_base,spec_base,marca_rpi,ncl_rpi,spec_rpi,colide
SIKO,35,"assessoria, ultoria e informação ao umidor sobre produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet;comércio [através de qualquer meio] de artigos do vestuário;comércio [através de qualquer meio] de roupas;demonstração de produtos;gestão de franquia;provimento de mercado on-line para compradores e vendedores de produtos e serviços [marketplace];representação comercial;serviços de agências de importação-exportação;",SYKKA,9,"aplicativo baixável para ambientes virtuais;aplicativos, baixáveis;carteiras eletrônicas baixáveis;conjuntos de dados, gravados ou baixáveis;dispositivos para processamento de dados;máquinas para pagamento com cartão de crédito;plataformas de programas de computador, gravados ou baixáveis;programas de computador baixáveis;programas operacionais para computador, gravados;softwares de computador, gravados;",S
SIKO,35,"assessoria, e informação ao consumidor sobre produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet;comércio [através de qualquer meio] de artigos do vestuário;comércio [através de qualquer meio] de roupas;demonstração de produtos;gestão de franquia;provimento de mercado on-line para compradores e vendedores de produtos e serviços [marketplace];representação comercial;serviços de agências de importação-exportação;",SYKKA,42,em software de computador; em tecnologia da computação;desenvolvimento de plataformas de computador;manutenção de software de computador;pesquisas tecnológicas;plataforma computacional como serviço [paas];programação de computador [informática];serviços de autenticação de usuário usando tecnologia para transações de comércio eletrônico;serviços de tecnológica para transformação digital;software como serviço [saas];,S
SIKO,35,", e ao consumidor sobre produtos e respectivos preços, s de s, em conexão com comércio realizado pela internet;comércio [s de qualquer meio] de artigos do vestuário;comércio [s de qualquer meio] de roupas;demonstração de produtos;gestão de franquia; de mercado on-line para compradores e vendedores de produtos e serviços [marketplace];representação comercial;serviços de agências de importação-exportação;",SYKKA,36,administração de assuntos financeiros;análise financeira; financeira; financeira;emissão de cartões de crédito; de financeiras; de financeiras s de uma ;serviços de pagamento por carteira eletrônica [e-wallet];transferência eletrônica de fundos;transferência eletrônica de fundos provida por meio de tecnologia blockchain;,S
SIKO,35,"assessoria, e ao consumidor sobre produtos e respectivos preços, s de s, em conexão com comércio realizado pela internet;comércio [s de qualquer meio] de artigos do vestuário;comércio [s de qualquer meio] de roupas;demonstração de produtos; de franquia; de mercado on- para compradores e vendedores de produtos e serviços [marketplace];representação ;serviços de agências de importação-exportação;",SYKKA,35,auditoria contábil e financeira; em de negócios; profissional em negócios;elaboração de extratos de contas;marketing;organização e realização de eventos ;promoção de vendas para terceiros; de de negócios s de um ;publicidade on- em rede de computadores;serviços de intermediação ;,S
REUMAPLUS,5,"cápsula de alga marinha para uso como complemento ;cápsula de cartilagem de tubarão para complemento ;cápsula de gelatina pura para uso como complemento ;cápsula de óleo vegetal para uso como complemento ;cápsula de óleo vegetal para uso medicinal, terapêutico ou dietético;chá de erva medicinal;chás de ervas para uso medicinal;chás medicinais;complemento/ composto por cereais [não medicinal];complemento/ para uso medicinal;complemento/ para uso terapêutico ou dietético; vitamínicas*;preparados, ",REUMALAN,5,medicamentos para uso humano; farmacêuticas;s es para seres humanos;,S
CURITIBEATS,43,serviços de bar;serviços de s [bares];serviços de ;serviços de lanchonetes;serviços de s;serviços de s de ;,CURITIBOX,43,"aluguel de acomodação em viagens;aluguel de acomodações temporárias;assessoria, consultoria e informação em viagens [alojamento e reservas];fornecimento de cestas de da manhã [serviços de alimentação];serviços de acomodação em hotel;serviços de acomodação, em casas, para turistas;serviços de ;serviços de pensão [acomodações temporárias];serviços de pensão [serviços de fornecimento de comida e bebida];serviços de s de ;serviços de s para retirada;",S
NGARU,18,"de uso ;s; de s; de [-sol]; [ de ria];s de []; para s []; para ;s;s de ;s de para ;s de para s, s;s de s;s de mão;s de ;s de ;s es;s para s;s para s;s para s [s];s para s ;s*; [s];s para s;s para ;s s de s para ; [ria]; para ;s de ;cobertas para s; para ;s para s [];s para s de ; para ;s de ;s para *;s de s;s de [s de ]; de ; [ria];s para ;s para s;s para ;- [s]; e para ;s com s;s de ;s para s;s;s para s;e []; de ;s [s];s es;s para s;-s [s];-s [s];s para de ;s de s com s;s es;ria;s para ;s*;kit ",NARU,18,"alças de s;alças de valises;alças s de s; de uso ;s;antolhos;argolas para -chuva; de s; para s [peças estruturais de s]; para -chuva ou para -sol;arminho [pele];s para ;bainhas de para molas; de [-sol]; [ de ria];s de [];bastões de ;bastões de caminhada;bastões de trekking;bastões para alpinismo;baús [bagagem];bengalas*;bengalas-assento;boleadeiras; para s []; para ;s;s de ;s de capim dourado;s de para ;s de para s, s;s de s;s de mão;s de ;s de ;s es;s para s;s para s;s para s [s];s para s ;s*;s",S
NGARU,18,"alforje de uso pessoal;alforjes; de selas;barraca de [-sol];barrigueira [ de selaria];barrigueiras de [];bolsa para cosméticos [vazia];bolsa para tênis;bolsas;bolsas de caça;bolsas de para embalagem;bolsas de para ferramentas, vazias;bolsas de s;bolsas de mão;bolsas de ;bolsas de viagem;bolsas escolares;bolsas para alpinistas;bolsas para campistas;bolsas para carregar s [slings];bolsas para equipamentos esportivos*;bolsas*;bornais [mochilas];cabrestos para cavalos;s para animais;s protetoras de ",NARU,25,"agasalhos [regalo] de pés, não aquecidos eletricamente;agasalhos para as ;alças para sutiãs;alpercatas;alva [veste litúrgica];anáguas;antiderrapantes para calçados; de chapéus;s de chapelaria;s de [vestuário];aventais [vestuário];babador não descartável;babadores, com manga, exceto de papel;babadouros, exceto de papel;baby-doll;bandagem elástica [vestuário];bandanas;batina;beca;bermuda para prática de esporte;bermudas;biqueiras para calçados;biquíni;blazers [vestuário];blusa ;boá [estola de plum",S
OCONTEMPLADO,35,"serviços de apoio administrativo, e preparação de documentos.;",SÓCONTEMPLADOS,35,"agenciamento de mercadoria [intermediação];assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet;assessoria, consultoria e informação em negócios relacionados à estratégia, marketing, produção, pessoal e assuntos relativos ao comércio varejista;comércio [através de qualquer meio] de equipamento de de dados e computadores;gerenciamento de banco de dados;provimento de informações de negócios atra",S
MIMALISSA,35,"administração comercial do licenciamento de produtos e serviços de terceiros;agenciamento de artistas;agenciamento de modelo para publicidade [administração de carreira];agenciamento, gestão e intermediação de obra artística;apresentação de produtos em de comunicação para fins de comércio varejista;assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, s de websites, em conexão com comércio realizado pela internet;assessoria, consultoria e informação sobre organi",MINALIZZA,35,comércio [s de qualquer meio] de cosméticos;,S
LÚMINA,35,"comércio (s de qualquer meio) de grãos, sementes e cereais desde que incluídos nesta classe.;",LUMINA ESG,35,"consultoria em gestão de práticas de sustentabilidade e esg (meio ambiente, social e governança). serviços de assessoria em gestão de práticas de sustentabilidade e esg (meio ambiente, social e governança). auditoria de sustentabilidade e esg (meio ambiente, social e governança). consultoria em diagnóstico de empresas e aplicação e monitoramento de práticas de sustentabilidade e esg (meio ambiente, social e governança). consultoria comercial e empresarial com relação ao uso de padrões de relatór",S
MEGA,45,franchising referente ao licenciamento de marcas e patentes; licenciamento de propriedade intelectual;,M MEGA PROTEGE,45,"planejamento, organização e administração de benefícios e serviços sociais; serviços prestados por entidades de representação de classe, a saber, assistência jurídica aos associados; serviços prestados por entidades de representação de classe, a saber, representação diante da administração pública ou de entidades privadas; serviços prestados por entidades de representação de classe, a saber, representação jurídica de uma determinada classe; representação, diante da administração pública ou de en",S
MINIS,35,"assessoria, consultoria e informação em gestão de negócios; gestão de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, s de websites, em conexão com comércio realizado pela internet; provimento de mercado online para compradores e vendedores de produtos e serviços [marketplace]; demonstração de produtos; comércio, importação, exportação e representação comercial de bebidas e produtos alimentícios desde que incluídos nesta classe.;",APOLO MINIS,35,comércio [s de qualquer meio] de jogos e brinquedos;,S
OCEANIC,35,demonstração de produtos; provimento de mercado online para compradores e vendedores de produtos e serviços [marketplace]; serviços de agências de importação-exportação; comércio [através de qualquer meio] de plantas e flores naturais; comércio (através de qualquer meio) de artigos para prática de esportes; comércio (através de qualquer meio) de bijuteria; comércio (através de qualquer meio) de cosméticos; comércio (através de qualquer meio) de decorações para árvores de natal; comércio (através,OCEANIC PARK,35,", e em contabilidade;contabilidade;serviços de em gestão de negócios;",S
OCEANIC,35,demonstração de produtos; de mercado online para compradores e vendedores de produtos e serviços [marketplace]; serviços de agências de importação-exportação; comércio [através de qualquer meio] de plantas e flores naturais; comércio (através de qualquer meio) de artigos para prática de esportes; comércio (através de qualquer meio) de bijuteria; comércio (através de qualquer meio) de cosméticos; comércio (através de qualquer meio) de decorações para árvores de natal; comércio (através de qualque,OCEANIC PARK,41,"apresentação de exposições em museu;, e em entretenimento [lazer];condução de visitas guiadas;fotografia;organização de espetáculos [shows] [serviços de empresário];organização de exposições para fins culturais ou educativos;organização e realização de eventos de entretenimento;parque de diversão; de instalações para museus;reserva e emissão de bilhetes para shows;reservas de lugares para shows;serviços de agenciamento de ingressos;serviços de cenografia;serviços de divertimento;serviços de entr",S
TH,37,conservação de campo de esporte;conservação de quadra para a prática de esporte;serviços de conservação e limpeza em campo de esporte;,TH PINTURAS,37,"aplicação de tinta e impermeabilizante;pintura ou reparo de letreiros;pintura, de interior e de exterior.;",S
BRAVINUM,35,comércio [s de qualquer meio] de bebidas alcoólicas;comércio [s de qualquer meio] de bebidas não alcoólicas;demonstração de produtos [demo];gestão de franquia para terceiros;provimento de informações de negócios s de um website;provimento de mercado on-line para compradores e vendedores de produtos e serviços [marketplace];representação comercial de produtos ou serviços de terceiros;serviços de agências de importação-exportação;,BRAVIUM,35,"comércio (s de qualquer meio) de artigos de ferragem; comércio (s de qualquer meio) de acessórios sanitários metálicos; comércio (s de qualquer meio) de materiais de construção metálicos; comércio (s de qualquer meio) de: porta-papel higiênico, saboneteiras, manteigueira metálica, argolas para guardanapos, porta-guardanapos, porta-sabonetes, dispensadores metálicos de toalhas de papel, dispensadores de sabão, porta-toalha, porta-papel higiênico, porta-papel toalha, ganchos de metal, penduradores",S
